;MET_5.1;MET_5.2;F2i/F2u_7.1;VSA_7.1;VAI_7.1;FCR_7.1;NoP_8.1;PPT_8.1;SPIR_8.1;RIWP_8.1;relF0VR_8.2;relF0SD_8.2;RS_8.3;relF0VR_8.4;relF0SD_8.4;relF1SD_9.1;relF2SD_9.1;relF0SD_9.1;relF0VR_9.1;relSEOSD_9.1;relSEOVR_9.1;RIWP_9.1;SPIR_9.1;relF1SD_9.2;relF2SD_9.2;relF0SD_9.2;relF0VR_9.2;relSEOSD_9.2;relSEOVR_9.2;RIWP_9.2;SPIR_9.2;PPT_9.2;NoP_9.2;relF1SD_9.4;relF2SD_9.4;relF0SD_9.4;relF0VR_9.4;relSEOSD_9.4;relSEOVR_9.4;RIWP_9.4;SPIR_9.4;PPT_9.4;NoP_9.4
K1037;11.9750625;14.0900625;;;;;16.0;85.44507610375504;33.05766151479847;54.22946360096708;0.7450930664858276;0.5070607783517511;3.685621557519856;0.8558084081600607;0.8558084081600607;0.29167406381902616;0.12638405283825205;0.23029457865486527;0.7103159082096113;0.097418982827181;0.9443738356643425;870.3144994511683;152.47619776306655;0.2762076853362328;0.13030392888523298;0.20296758979008742;0.5958576824544861;0.12322685469974967;0.9376313156532501;1.7612996640927783;34.63963662060877;610.0198954595578;7.4;0.33582589352567077;0.14535393708559652;0.3684102477433474;0.8711566713062696;0.1496341610043192;0.954912070159179;19.50654197377853;60.095370947644106;80.80916922059471;149
K1039;16.5975625;19.4450625;1.0613977088972122;294583.4933600867;0.433386809962282;2.3531757947443173;17.0;102.56956334993154;61.26356094447989;58.75322763435095;0.8856475209475835;0.4156919495586518;4.927212640388323;0.9748788091371212;0.9748788091371212;0.3137765609953846;0.1271426930959502;0.18662054686932267;1.1527265257094088;0.10875188096815469;0.7899089606028253;798.1070821590381;158.62652831711955;0.21758385395700636;0.11127515737055363;0.18738471279149588;1.0982308190853975;0.11720631616341252;0.7429595522782207;1.6537659465740826;39.45595247070139;674.3029422733742;5.8;0.28697778037200483;0.11998665406781023;0.5071798974095868;1.002995515095714;0.14902758321018938;0.8661959807789019;14.662308076140256;51.15033767215104;114.64365073148335;98
K1040;16.1025625;7.9400625;0.9860484359711252;465083.32047048106;0.4530853953077399;2.2229954851084486;19.0;110.21327422738554;65.57342594879178;51.61133081126207;0.8118102020911292;0.19125500989568678;4.3082037893643035;0.8425364507885493;0.8425364507885493;0.20055696248795254;0.0873543243986805;0.1401125027500651;0.873975881076548;0.13137829504435233;0.8735455214693493;978.2525184400386;125.62024296900343;0.18109358823310615;0.06907788827795129;0.1995356876206532;0.7940480295870891;0.13326404045965826;0.8115368384030377;2.1968588701670835;59.8528276661357;816.5477180387563;6.8;0.194396956769298;0.082703745900115;0.30090832018196334;0.9346032452054763;0.15704083719587458;0.8220556692321377;11.750021198598013;49.86275003650526;99.11285144359117;133
K1048;20.0050625;8.1325625;1.1119020066386642;548373.0314783308;0.4679285801100225;2.143273305418445;18.0;103.10481057381023;57.44642655301494;58.77363366111111;0.8888844580922819;0.21168104422716025;4.45265027548722;0.8769391394518883;0.8769391394518883;0.28941262696778214;0.10298518786404313;0.06974662523185235;0.8707777301939302;0.09780382897387403;0.7506493036037588;947.4380370360772;132.9080956143679;0.23233100758711628;0.09276705620327921;0.21623859165546752;0.8231696969021186;0.13167101106537507;0.790938249120345;2.644583551576125;42.87954828931389;535.8507193053422;7.2;0.2161041592846149;0.09785097711544508;0.19055913677212535;0.8865011798114583;0.15909754513635765;0.8679095463547735;17.225936846318067;58.11513570424108;95.76533609221116;150
K1051;19.5775625;14.4425625;1.0622150917082325;340042.7409547329;0.41381662885359616;2.416915622839662;18.0;106.34169012818087;67.37314899291178;58.99231651418556;0.8804309305899521;0.4296410751211183;4.452491435548379;0.7104354296964168;0.7104354296964168;0.22899622702638295;0.10328118865446556;0.21711129418542868;0.5975422044039693;0.08589668122474023;0.8513426277500837;761.7160814223683;124.27083220161967;0.1955984361248261;0.09710645734519191;0.11778504463972354;0.8541165216247231;0.11297507735376788;0.7775062720078869;2.068993737538695;39.753451704131145;545.5091514959597;6.4;0.23922480055594603;0.11286155001854824;0.2404934812970489;0.7803177202610836;0.12038529436943926;0.8252241308876976;14.25830255769798;48.93640931413722;85.25677560143706;134
K1053;14.1600625;14.1625625;0.961701770902107;443225.27293946675;0.4618669523556605;2.1665781734263616;14.0;95.4860348024568;53.362979433018346;63.128022388571935;0.8355114079297971;0.29881612860863155;4.960726032441838;0.8501177690877877;0.8501177690877877;0.28698836065771915;0.14070575644020786;0.09572538015218578;0.6711564865463311;0.13598991377612268;0.8049018061501039;737.0299640043238;118.5167073027933;0.2851618326858208;0.1250651125200953;0.16344841955727812;1.0005586329536367;0.12776526663429916;0.8033601812502779;2.0053506066437548;43.168750960150774;573.5109587890847;6.0;0.305699138107574;0.15164379431250347;0.36699519448219814;0.9273496093495505;0.15334866984593595;0.8409886829043177;20.203069035789092;81.83964544470678;98.19995689574971;156
K1056;8.3375625;9.3325625;1.0572425061014916;122757.68214985887;0.45039095225638537;2.2223837338430257;21.0;110.50104462391803;83.33285108303771;59.321837431423276;0.5983392029355676;0.20841084614206776;4.050560330996789;0.8835319946898947;0.8835319946898947;0.20999131530300713;0.1506567459834024;0.13496585386933602;0.9336869305963098;0.10942700210923921;0.7225862587658192;156.2447485497002;128.91391737676202;0.17926104324380096;0.09005723519460421;0.2842726468759375;0.6918149359056338;0.12565925334894307;0.7531879291143604;3.289857786481968;20.714934408459698;227.1010737832391;5.4;0.1547407360177875;0.07994663843873671;0.43963329781744004;0.598049132886802;0.19574030380814395;0.9443165636560176;0.7697626646311958;1.0949398381884219;101.40370271641123;20
K2001;15.3000625;12.8325625;0.8621474453528691;448708.8692040894;0.3732041775659759;2.707477075285368;20.0;99.22509674852009;58.62725612227335;14.337425042027775;0.7735826274675727;0.6936076129224804;5.240809563591333;0.6786718930809187;0.6786718930809187;0.4497057744530598;0.17772013634145795;0.36631776122661597;0.803072282952806;0.10335581731073307;0.7169459531743388;1008.5208285873056;139.1543189313244;0.4144086359071261;0.17026756366613371;0.43109295043508633;1.1782969779587735;0.1228879978497607;0.7607305454683044;1.4671284260821345;28.201266530385986;566.5791698252642;6.4;0.38060866666879156;0.16911666965564032;0.45098472430129893;1.1268406428452118;0.15201192261353116;0.9599569105584804;18.533865325626284;63.382789317507424;90.24326297899314;168
K2002;16.5225625;12.5575625;;;;;12.0;128.72225854223507;73.84544379380968;134.60023331127383;1.1330716961325233;0.35316003985643296;4.748883702780986;0.9391943045561213;0.9391943045561213;0.26660765980542234;0.1680070021351477;0.24024977271319242;0.8560320319243608;0.10274349989727057;0.6917711216540783;943.2920798752197;176.8659922173322;0.2647011946203309;0.17239559119072864;0.18459962734781724;0.8508637336977305;0.10228514843623973;0.6916594149728402;1.6154939879475463;41.04364472078924;663.0736194351914;5.6;0.23924486820350635;0.13677558582790553;0.3309541248354592;0.9030584351983639;0.162663103464661;0.847664039630286;21.263509809782647;74.20055914840214;86.87905899845042;139
K2008;19.4025625;13.9525625;0.9817144919809279;359038.2386976012;0.4718086628035696;2.120186551585318;17.0;99.30352780420951;65.73664257568117;61.307138682408215;0.7914326867168203;0.16281418754257912;3.7824767663703347;0.677230180352643;0.677230180352643;0.23930864318522782;0.1374529710840981;0.12844049146815753;0.7115440803103066;0.10538799719666374;0.7670573868954204;893.9960786104006;134.63307114018193;0.23018776194687457;0.1279622094181498;0.13866487079755097;0.7835203444865302;0.1317328832116979;0.781219454857005;1.8817069441006253;32.30402251649815;578.4713736042644;7.2;0.22255977309551248;0.1437263769612329;0.11581065704132158;0.7091686277255934;0.15267831021992503;0.8557832100408397;18.480807577624393;61.69164020037733;84.03250214635808;130
K2009;20.0475625;19.2725625;;;;;15.0;105.52759525564095;52.833978852649615;50.80298886002388;0.6310318012646983;0.1487443692028447;;0.7503039116334711;0.7503039116334711;0.2369922686044784;0.159308195112212;0.18095556519783562;0.6708900529799887;0.08031451812764434;0.7000209187457059;1048.2131653024212;141.78832040626872;0.16782877142220634;0.11691133719336325;0.1157636598189973;0.4818369026575445;0.08982988747868961;0.6995498722702367;0.9949088451981651;32.02220615235275;730.5390253035922;5.2;0.1962999314238293;0.13152056167622378;0.20127347901847312;0.6283328109049248;0.14213011846500373;0.8431915524436429;15.842444229109187;55.7398227647823;90.67428288875405;127
K2010;14.5750625;14.4875625;1.0096611195669003;214048.921167754;0.41005157703260736;2.4621928464997933;21.0;65.93314551218788;62.540377088072276;28.60717928900604;0.8232705678886226;0.19668574203562827;4.551684510484317;0.6935863000886706;0.6935863000886706;0.2461031680383042;0.1464113868815311;0.16543499572197645;0.8028672494888079;0.09209293042471953;0.7645236004469972;733.1144743879653;155.58356298379232;0.22999317372884193;0.14039638338333887;0.20093149198857982;0.7838420934962459;0.11821676872436707;0.7422581166617814;2.9741746411438865;37.775067330843;529.6951636049287;5.75;0.21994144922173922;0.14159673316246454;0.21463639221431757;0.7262691973219977;0.1506947736142337;0.9310903124613235;17.560918165210705;52.79440289847238;93.35990254995043;129
K2011;8.6925625;3.8200625;0.9065774586711193;348979.48620234977;0.3868983334991904;2.588129931996647;15.0;102.525175103127;35.48170105188459;9.111925373240402;1.4625792954334387;0.3581159968564485;3.9666707171386535;0.9617930637379295;0.9617930637379295;0.4260394162967949;0.14313108649954326;0.1000908290868833;1.1566055215867543;0.0793397840069887;0.7032894612410929;828.4801850922817;140.50858284338705;0.3223395838799828;0.1405846304709765;0.081225062749537;1.222998888785164;0.085096514887429;0.6783724384043957;1.6819832663147376;31.446927304125847;624.6729587419275;5.6;0.34138083662836;0.1685898456357193;0.4963704581414423;1.2672478980502542;0.10884840884819627;0.7631597873662425;13.386801547472265;41.212285124618866;79.68981572232575;129
K2013;15.0975625;12.2425625;;;;;13.0;114.43802782969736;39.135353288286915;9.66051178363097;0.7846707836573551;0.5194818080711263;4.710797832650328;0.6332250118293762;0.6332250118293762;0.28464743744748544;0.14997219403488454;0.1878049873448811;0.8750992535550128;0.07978785540848464;0.7815408270620966;766.7259803836068;162.13454417303925;0.235450226828514;0.12766451173510046;0.21616433987954414;0.8121790509300786;0.09766656954357592;0.7381116544388209;2.7446480647412335;68.13432094495894;601.1324640757524;6.4;0.2532874583375829;0.150491439770225;0.2678252765517137;0.7223615125153867;0.11540562860181826;0.7997421349961896;16.702571963966037;50.435609385431334;90.06562030783492;119
K2014;27.3875625;14.5525625;1.2509546419940731;514738.03221886425;0.4524578876097326;2.2234234016592413;17.0;99.84127767253932;43.20407738480319;53.35461379224652;0.9792428635891998;0.27170866189826465;4.035789211473588;0.8335897015853158;0.8335897015853158;0.3260835601898405;0.1548130775255026;0.06678731142870195;0.9712120351469913;0.10401302081917378;0.8348015886799034;991.3100940849474;124.9795623449645;0.3026833774785204;0.13690470233836602;0.23578596831784124;0.9773824914971169;0.12594361893291156;0.8146567087008346;1.5651881863645163;40.822048360974755;614.0756474247855;6.4;0.2968600235160166;0.1253501697966576;0.29875250644345475;1.0343007811563014;0.15998217774072235;0.9185190010127585;17.194429515656083;49.618151973930466;80.57444637709561;154
K2015;20.1325625;14.3175625;1.0191488172797445;197212.05055752536;0.45507013672762686;2.2020540143738323;18.0;99.58095656050683;48.9294142231691;45.20616251917638;0.8874655380019233;0.3974847909142175;4.077445503854821;0.9326040786399903;0.9326040786399903;0.19206805319970002;0.08009137442827309;0.09579934728177007;0.8071397179592594;0.1062100992385691;0.8012016837049327;944.2411495951025;129.03022975155986;0.17087175907794866;0.07187599281969467;0.10381851404177943;0.6646167639411265;0.1125845438146563;0.7169282933189476;1.5137102513919003;33.15341494552302;718.4172725928601;6.5;0.18707145003154135;0.08861904241085851;0.3278863439104847;0.7403605400826883;0.16033643164314607;0.8984029398558024;12.9292446119614;42.34573226940678;88.37025673970716;142
K2016;13.8775625;12.4575625;1.0422466903414362;181455.17795456215;0.47164375029984357;2.122955745781245;20.0;115.35582030477391;81.88522111335985;17.569626566235268;0.9768698381789234;0.21852843376192607;4.251982132577824;0.8144215239073522;0.8144215239073522;0.290073990251014;0.16223349253666391;0.12914181595839472;0.8281129638453584;0.07822870267665756;0.6342661343197467;936.157969072051;122.67049679224093;0.22502447439098522;0.13874236153135305;0.38954867968499396;1.0170991790779715;0.08778102941242119;0.6493382890585201;0.8900069851939119;22.15277879073231;645.0546337711442;5.4;0.24873766800129543;0.15627726180409618;0.6027062320906229;0.7868437455359891;0.1374479385189877;0.7809434198497991;19.6161244997965;62.34258248153451;94.97025709769574;136
