;MET_5.1;MET_5.2;F2i/F2u_7.1;VSA_7.1;VAI_7.1;FCR_7.1;NoP_8.1;PPT_8.1;SPIR_8.1;RIWP_8.1;relF0VR_8.2;relF0SD_8.2;RS_8.3;relF0VR_8.4;relF0SD_8.4;relF1SD_9.1;relF2SD_9.1;relF0SD_9.1;relF0VR_9.1;relSEOSD_9.1;relSEOVR_9.1;RIWP_9.1;SPIR_9.1;relF1SD_9.2;relF2SD_9.2;relF0SD_9.2;relF0VR_9.2;relSEOSD_9.2;relSEOVR_9.2;RIWP_9.2;SPIR_9.2;PPT_9.2;NoP_9.2;relF1SD_9.4;relF2SD_9.4;relF0SD_9.4;relF0VR_9.4;relSEOSD_9.4;relSEOVR_9.4;RIWP_9.4;SPIR_9.4;PPT_9.4;NoP_9.4
K2027;10.0250625;11.2125625;1.0043860194874783;122656.90386205011;0.42401959088686514;2.3616938165176182;17.0;100.87352046589338;29.218229740505596;8.196872150801763;0.8278996415585365;0.3752720111899877;4.1077593947603;0.7081819758064742;0.7081819758064742;0.33264114687150437;0.15700340005520913;0.1996747689567794;0.8376862817642987;0.11482629307947634;0.7779764441318411;948.5560351224616;145.95961610939838;0.2725724570374296;0.13781137423841003;0.3608825183870222;0.8834372473541257;0.12193949152686859;0.7855168745108461;1.5611721225751332;34.628310620895405;645.8573608851761;6.8;0.2810924395789672;0.1373400067413674;0.2622700165250162;0.9279024378208753;0.15037324684324643;0.8212570704257846;16.59340277359834;51.9793609272493;93.48336267315963;139
K2032;12.1675625;18.8075625;1.0072172305447165;127608.80696927909;0.4423038925499101;2.273089419538236;16.0;110.37711759609769;60.388209920920204;67.86735821257435;0.6094608790930688;0.371930608056255;4.608422797493577;0.6842113907795632;0.6842113907795632;0.22723503393241257;0.15312123919142867;0.2932931010823123;0.733632044844758;0.09503961606604402;0.8480774789789404;741.9051568517455;133.78142287394883;0.21099095138920165;0.14275148173630522;0.25970481245191246;0.7681962304882829;0.11134710764756653;0.8091148591343783;2.093060679825993;45.02024952877819;528.5387167438201;6.0;0.22840276054113598;0.14684558742849696;0.3289042351740086;0.7206435877886898;0.14760145669902436;0.9118208411240585;18.150367678726074;67.07787201233616;93.16397542879274;128
K2033;12.5125625;8.2175625;0.9817799229468767;295701.7550307607;0.3992188720156464;2.520431563703469;11.0;108.59651240118309;44.13082952168617;57.52382337604429;1.0047195330249434;0.4647598553977255;4.216166785471668;1.0391211966567122;1.0391211966567122;0.25916088677032534;0.08301824922334786;0.14361059753701638;0.8794102312509775;0.10000623277963769;0.7581985588402116;1037.6398233805553;165.97028998864815;0.21521779611876965;0.09263047336001337;0.25075574858190275;0.8761779168346873;0.12322168940523529;0.7796795271265337;2.164521741682683;47.94273354938526;638.3410095199504;6.6;0.19632827655721757;0.07182564127154167;0.13691798215311868;0.9651392660590565;0.16421392684825342;0.8955771752511762;19.360462751551253;62.31601359268046;99.03759347079574;110
K2034;23.9450625;14.1900625;;;;;17.0;104.60356043578271;54.73204104903079;12.065620248573158;0.9006748369642944;0.15653795975249027;4.220349559051609;0.8391941058929395;0.8391941058929395;0.3051840745787802;0.13568810646961524;0.05320720843045339;0.8210799803458432;0.08803736537864718;0.7650647759318159;879.6743318396157;147.22846472067218;0.2592218984899143;0.11800075021877261;0.2958374983745081;0.9165574913901032;0.10926327765876961;0.7174428732259333;2.1996643398699427;41.501774537099365;604.8389743315518;6.8;0.2863727585189054;0.09357056770388918;0.24825700386093888;1.0176497351384333;0.1312505539119256;0.8015982862238141;18.14715363035862;65.84759843611953;89.42375248088817;144
K2035;21.4950625;15.9575625;;;;;16.0;103.29310024492662;46.26792710047438;10.395677255999313;1.1054780343885273;0.18227935651531432;4.1367620033949954;;;0.23911971596179607;0.13781276358714578;0.16286980228727324;1.0127545194533023;0.08755521610937235;0.6963766841336145;1044.1188182124888;132.66844843550606;0.24835484767613444;0.15046786575654397;0.21148254278309495;0.867370454056557;0.10812360213578169;0.7145729634416578;1.4836681345408955;31.047821568773088;657.2110446347194;5.8;0.2602663277855948;0.15811241914409735;0.6508773317425879;0.9168729828827811;0.15126136519870717;0.827071259847952;15.438575036851299;59.630911540353196;84.8219360976982;132
K2038;19.9150625;8.0475625;0.9462175592156721;174041.37530443427;0.3655507919694216;2.7511944344003423;20.0;97.73283836149852;55.25295493430863;16.701493421533485;1.223995728355017;0.4931481120053826;4.186316946090631;0.7027161150660519;0.7027161150660519;0.3267797378355244;0.16345587703945824;0.23757206039180154;0.7419067579483909;0.1072241889371061;0.8313596848715624;866.851257710981;135.57424753581432;0.3001815907917833;0.15946641331711459;0.3978632865648712;0.8566342211745855;0.13218255288098923;0.8383166789681216;2.086519160561985;28.654762553407682;590.3271931103961;6.8;0.30341688054357213;0.11683021143806938;0.6790816652268947;0.8611358389901254;0.13023835893648936;0.8812774126825673;16.239764313681558;41.69783894659037;83.68126048545345;156
K2041;11.7050625;6.2175625;;;;;20.0;120.39279590859515;96.25604106924419;53.46514402514991;1.0486383246039106;0.19493269712271918;4.852746298495073;1.1831797442336065;1.1831797442336065;0.32454485159339475;0.11694402348260129;0.17162742167246167;1.0348240618379092;0.11292870587695802;0.6686015572484695;1071.8407153675525;126.00250388443979;0.2750961692163093;0.09896529150022135;0.29719543170607127;0.8197009772119305;0.12948727015472064;0.7391337408191186;2.5549765071652843;51.451183224166506;711.5518224593259;5.0;0.31084265556073176;0.10629445143430505;0.46071115329071755;1.0604611050465151;0.16468806951896037;0.7984312450230969;19.538266493378504;73.58481888582678;110.26702527083863;112
K2042;;12.6650625;;;;;13.0;141.446006935876;55.83505394480472;9.003169706301305;1.0757467749787712;0.3986378474349504;4.4765654494043;0.8532572099268709;0.8532572099268709;0.2917040855368421;0.11084793895785255;0.03324898069782192;0.8452352281246573;0.10186731165218788;0.7453542157403265;107.85049424169779;155.93534533844092;0.21911570714427184;0.10509155942696899;0.2917799892523595;0.9421249117772422;0.10976721766629287;0.6753240649687549;6.522482469446662;40.87590707059546;218.79478302911534;5.2;0.21107477666760363;0.1045558675444185;0.5267480144336175;1.073087462260421;0.14219835507439949;0.8405488758315439;26.829626692195934;78.21886823632289;98.67985277506021;110
K2043;15.7200625;13.4500625;;;;;15.0;112.52444708515887;54.17563547536702;59.28815434535392;0.8193756708252629;0.4931142923964933;4.886373834214808;0.604866076831962;0.604866076831962;0.2895576560855966;0.09839614481136415;0.1281230482741217;0.5900581903326635;0.101264616959271;0.8083100372103542;951.7368966809104;137.78709676560777;0.21840750804377915;0.09067997251547902;0.3272078851157748;0.47189369512594787;0.11189823604197106;0.709816000282866;2.1131255503964654;57.998974044830014;657.9449809078599;4.4;0.2744195085485196;0.09637840834465258;0.5178172637108022;0.5774039450391333;0.14253069855655917;0.8633385376482832;21.62604806735598;75.40790258874674;99.31465146298238;122
K2044;;12.4775625;0.8520163271024506;165479.70204287668;0.4171718600982816;2.408922766920605;18.0;125.5396246371199;79.25488400717497;14.774153040230509;0.8423792374977332;0.12855039078822417;5.404702581432051;0.8168351044391827;0.8168351044391827;0.21623914447742612;0.1258898111367245;0.15246133080850474;0.750108702831976;0.09261290159066334;0.7167267388780905;1030.0653593816296;140.8463113868998;0.15976172194677835;0.12413787708365179;0.35133383481906905;0.6398123908525677;0.10939254224300055;0.6743227476259361;2.84196486853543;72.43963011508441;703.0658933060301;5.8;0.22101855988089877;0.16007762631348438;0.6573091033096268;0.7534567816827759;0.1551001506772566;0.7770667854075713;18.21490868024925;65.6218723250568;99.53857873360496;136
K2045;23.1450625;21.6850625;;;;;17.0;111.99200094242721;41.01665767647043;12.739488705830151;0.525150337783698;0.07752647679015164;3.812587163086881;0.5615531641710457;0.5615531641710457;0.189328473053963;0.12415126184972639;0.11425590941217494;0.6691143394490356;0.0753630420787175;0.7839845789773243;1114.7575126041243;126.4991162362267;0.12930114755571753;0.07885202626984443;0.32822814985171983;0.5337762006116759;0.07228967912152473;0.8417078409333559;0.41384776676759377;8.422589720276584;762.2286851141325;3.4;0.15898192977388015;0.09134653052728649;0.2501170285942111;0.704971414800281;0.09875347742031941;1.0039189405374234;13.069665599388255;41.39465491518408;106.888862102317;135
K2046;23.4700625;34.5225625;1.0152777332066498;133685.01594912735;0.3951979886104393;2.5495353765315945;17.0;108.05779484868216;64.95219924087118;54.52560259321263;0.7668151310796932;0.3975403254066485;4.657723511284096;0.6557406912312295;0.6557406912312295;0.24320463936132555;0.131155332054048;0.3019840260427583;1.0047775700035515;0.1026506452462029;0.6658196433290812;1139.0885375416426;171.4886076120917;0.26075686837607986;0.14741976037208102;0.18272445605695;1.099005519435971;0.10341793954832856;0.7079316576676151;2.0010980690153954;56.8087452649071;749.2766127778408;6.0;0.30084346949519697;0.1306990520155723;0.6595074451956395;0.9738226934974259;0.15131183628778896;0.8371623388820051;22.985412047026344;72.77553296550951;91.4056930630192;159
K2047;15.5325625;7.9375625;0.9931272477164306;226820.74291011057;0.4369992944679506;2.288733752360784;15.0;107.98530341905699;40.2007244505552;7.679883560234665;0.6854737855081711;0.38736031019982775;4.05088180054296;0.7213352907365135;0.7213352907365135;0.24885062221498883;0.11726609324723687;0.10632019147540894;0.7597070250676389;0.07960082836718144;0.7758359174102922;910.4355792756905;129.1234191617052;0.1825082032160764;0.09127796433504451;0.3113991168124403;0.7108226040619677;0.1155481492517941;0.7643381114978576;2.7549895048118858;46.95526973450708;670.2469945344795;6.0;0.21159163194406863;0.1102345532936992;0.6488702826501154;0.7686466462566153;0.13619334382007203;0.8602789447435308;13.14286439715891;38.42485352227824;101.1942121503081;119
K2049;26.4625625;29.9925625;;;;;20.0;99.87822574281068;73.70615576331348;52.081184982570015;0.7882292658355871;0.44103811992453884;3.933628295682418;1.0589898231270078;1.0589898231270078;0.3395404144405288;0.17332330784207423;0.06695832679849537;0.9420419321815523;0.10380785811411455;0.7637394896719456;913.2112748019665;139.1512246298157;0.2936430237087705;0.16249549533685267;0.1808247197669647;0.9899853787885441;0.12721926388195803;0.8073791160918358;2.3262364776918316;42.88215296582901;631.7096255725339;6.4;0.3264776206279519;0.15964597727641172;0.3800361178510593;0.9689990696515829;0.151529147160274;0.8617110600835559;18.622125169294307;58.48828218445849;90.19358550014415;148
K2050;17.3975625;20.4175625;1.0492538769147537;241377.73607086437;0.41572019630180634;2.410173871960321;17.0;105.13867619370963;88.9896677861681;55.8583760478362;0.9014496432586679;0.6107408976594484;5.043424481619863;0.9279775826737584;0.9279775826737584;0.29695077277816273;0.15107561959379062;0.18017386285957582;0.7419256292476193;0.09472198123061477;0.6760179596325769;147.8978131591684;160.46254385029152;0.22595780851613245;0.14384409289978306;0.5384755564280246;0.789174057980538;0.12564975457616762;0.7256262910407789;5.337889214547512;54.12627850024878;307.8258636938487;6.0;0.2498111780998394;0.1604049849572902;0.8634414622995099;0.8876267692278388;0.16449700955330218;0.8620013572658143;17.698129747588254;41.01224569508738;109.0836442569318;76
K2052;20.9475625;23.9375625;1.0725268878579368;611925.9247369737;0.47880084628394876;2.0979205142656094;15.0;100.31666255717191;33.58972714178247;52.43972373105844;0.8716867227398312;0.21644948353397422;4.054821709754921;1.008948134409235;1.008948134409235;0.2527640528842686;0.15517737578833174;0.10134857219727597;0.920616721840334;0.10235042215099921;0.7653723268189069;1017.6000866212632;130.1418823228373;0.23603999179931118;0.1310478398267036;0.2721701023915894;0.7683276145529458;0.13157016123909432;0.8179246607366565;1.7519182065209684;38.14376400777668;599.5742792276458;5.6;0.2136324413419432;0.13062735991733293;0.274967723872517;0.7477365587911325;0.19764237064131193;0.9521514904980254;16.753269233818617;49.21068394283753;84.31418752061208;150
P1006;5.8725;11.4275625;;;;;20.0;99.31728930187738;28.243393326027316;4.5896535319427345;0.802006263198466;0.26246310643162674;5.149205015655184;0.6528663207009672;0.6528663207009672;0.32222985186463576;0.13797449373264248;0.13998417143671832;0.969961739203954;0.09169768197851201;0.7859110169350053;950.5077987788607;160.26598328987342;0.28711287877806285;0.13103654180933436;0.3523158961508349;0.9106680917555396;0.09316104995594021;0.8162828230270435;1.2880743501595369;21.32777609643237;615.0391899240066;6.8;0.3326023308754509;0.17470560918539108;0.4720533993215251;0.7403420392796314;0.13927487011239129;0.9948385959638175;10.891171128498833;44.16597086338013;83.18426315024816;129
P1007;5.2925625;5.1525625;;;;;13.0;94.82858375437783;31.599476633668257;6.326653611045482;1.8107815156314622;0.3478965426313814;4.6497923158848025;1.4068138832443933;1.4068138832443933;0.43960316039496483;0.13686985108212124;0.1955888231193576;1.1953844305587764;0.10638936466078172;0.8011919915029988;696.1842281754673;133.84003641619353;0.43555844507499303;0.11530205614313571;0.19859892851324573;1.7204663489517475;0.0981622738690576;0.7541576942500255;0.9633691841375844;20.20006713805319;474.43171896004026;4.2;0.49658697361992155;0.1620034325472685;0.2827534577846714;1.5813620440473568;0.15722143862519466;0.8740221490121203;12.91062814811245;44.66225868933973;66.70122441296286;117
P1008;17.1025625;10.4250625;;;;;16.0;115.84415499698449;51.963718189621176;11.669457286951298;0.813670155143417;0.39027718325861044;4.171786722930943;0.7870662666881041;0.7870662666881041;0.21542201622652707;0.12191250772712134;0.06457720102619117;0.8286412632587064;0.10101771724450352;0.734975493967605;1003.5811725336632;175.14047101558145;0.19178095113095547;0.12213756543397454;0.25855706129230593;0.8485256091879366;0.13561814252843854;0.7844149844773401;1.6823361791410438;34.374101369300234;628.8981096438748;6.6;0.21062552511352237;0.13570069923126307;0.35035683949930063;0.8753045692709006;0.15041527229736457;0.8113521990998169;18.17348152447799;67.10932900501463;94.32860422026349;137
P1013;7.7325625;7.1625625;1.131853784897615;254534.03426190108;0.4449566693946796;2.247811222918827;16.0;86.95961327019035;43.276661514683155;65.4318325939225;1.149738454625183;0.20153292405022483;4.353337136828987;0.9026545345566014;0.9026545345566014;0.3496510424109899;0.13075428203583667;0.17065743466440095;1.0121103845842712;0.10662254021375397;0.8741924951527764;722.9327422754233;130.06997649442633;0.3523922751032068;0.13815689911957788;0.11666035753471578;1.1490391642069997;0.12250738629909563;0.952217482033855;1.5590458309656072;24.170288185987022;508.838441113092;6.4;0.31338606279691117;0.11775030717823504;0.1717840317278653;0.8537382686601435;0.13583940932392316;0.8884164631194088;17.380902379143713;54.27607866639152;72.92031663967083;152
P1020;16.2200625;10.6750625;;;;;20.0;100.44411682478331;47.82037471746751;11.439483731926533;0.8968553754284768;0.38709250832349945;4.16834484162666;1.007616843378659;1.007616843378659;0.3003983467999463;0.19002402610690433;0.26065938683224477;1.0044911326464139;0.10800205843778277;0.7257343286285801;864.5242261078281;147.93059535342584;0.27071880588762076;0.1845186772391759;0.17996477099456115;0.8596256072761351;0.1225257016322919;0.8615384945891316;1.210407490380027;16.686753264266123;530.0470068464921;6.0;0.28058589197652695;0.17018128627238688;0.21158292550373695;0.8318885713581404;0.14401740536006472;0.9090774379712149;16.28717714061413;57.323313310623604;81.06412618538877;147
P1021;;25.7500625;1.1160870309639628;411644.3736250723;0.47439215252693884;2.1440441021354704;18.0;106.61675778461392;78.74518095897777;71.6849986756124;0.7840445994990302;0.23606219933351938;4.716993430536999;0.5412404475954533;0.5412404475954533;0.2287413551604054;0.10879390459740708;0.14590094042338414;0.6877244414501009;0.09584133785164915;0.781534990725904;743.8878135152756;139.37777320417405;0.2492040482877335;0.12626172064928898;0.28128532715918925;0.8674813410657929;0.10349038277963704;0.7364949461729626;1.3931041886166136;26.421727562863197;514.6256587243919;5.4;0.25991171251935286;0.1331609317320084;0.2869369696040279;0.7961310635370107;0.14943323373317557;0.8002393518856044;16.68435259764144;56.743131429472115;78.47882321953679;152
P1022;20.5450625;12.8200625;0.8480911033728435;269532.12986931315;0.41254619226827083;2.4299143598487376;15.0;104.5212695149274;38.6204676984615;9.456452005924529;0.8962325535076273;0.11369687930010862;4.295994912520783;0.9682819791344863;0.9682819791344863;0.2625923629312329;0.10538867195790518;0.10366892805647092;0.8943613368560831;0.11135273192007455;0.8199472543451604;1043.7783838610192;135.57763558050098;0.24330607328850062;0.11464872856769873;0.10998641408676783;0.8888669263124814;0.13011884226930906;0.790246457215502;1.2072951093586912;34.976619371169015;651.050470562736;6.8;0.24030213958155835;0.11353253310522513;0.1472537598596976;0.9281803878114312;0.1436452458947141;0.8502423722028575;16.334072971019797;49.92341739921367;86.4657722402997;136
P1025;14.9650625;11.2725625;1.0711023334273266;179604.0032041981;0.4110389196723588;2.4351827137255424;16.0;103.34194448199447;76.05822487593723;18.38689755531054;0.7470916945221083;0.24948911061794565;4.35815024060961;0.7680569690606857;0.7680569690606857;0.23948696758811291;0.10381704283676596;0.07956999587926657;0.7941176722395665;0.09538591713660974;0.7922476384537667;832.3373383949469;156.24265267755612;0.21043318651722923;0.10444520705146765;0.16576046143341047;0.8706011364058984;0.1193416972545516;0.7580469526217872;1.5945504329304119;31.666283429952454;600.9923501480068;6.8;0.2470215961142663;0.12005016643493562;0.23117970961368398;0.8787845558961863;0.15637008245432046;0.8706353370026518;17.24280742563742;57.28911799713772;85.93029523682456;119
P1026;13.4700625;12.7575625;1.1530800483179011;333180.0151386666;0.4582921597439338;2.1990213754798336;13.0;93.01004583838841;34.925812964995366;54.1339457280633;1.0385236589272038;0.38652488044655203;4.024229539275719;1.0192238370566895;1.0192238370566895;0.32370093506396175;0.0995157453059861;0.3243910865513344;1.06424803556992;0.10720046660092811;0.7919659990583792;864.5841386194382;159.18944466945567;0.32759627024658633;0.09954966069622713;0.2460991671568949;1.063229161424134;0.12590252897587442;0.8526793553756397;1.3786882154777427;26.20625894618623;664.2016573193614;7.2;0.2854954329530114;0.09302004098080072;0.3355502429850764;1.0261357691567294;0.16722675002122347;0.9079827301246811;18.559937067869175;64.92074553008318;93.47336399771244;161
P1027;19.9100625;10.3425625;;;;;13.0;89.8235209836932;37.01390334744488;66.01666974169731;1.0162286333877224;0.2483958231360611;4.463668823254426;0.9829441964867885;0.9829441964867885;0.28718997568578547;0.09926963743071818;0.12915096061325365;0.8667278741127374;0.094616071172723;0.803238737002156;667.6206979928783;122.18470950976072;0.2547289143680657;0.11375958379976903;0.16220131960817635;0.9924984050730267;0.11601782377373573;0.8004076381562886;1.8859406621258672;36.2780756392179;462.38120864398024;6.4;0.31566866013312833;0.12266158432381294;0.19496586399544225;1.1089167156998587;0.15403443738183528;0.9254404507554174;12.765742404637507;36.446436303253876;72.47606388416084;143
P1031;8.8100625;11.7175;0.9378809144780651;233939.6323299886;0.38298364170843435;2.6404062104901502;15.0;104.57418284930343;76.23827637963484;69.36356916161412;0.9183209701744466;0.4668008764766733;4.57850048567661;0.8949171132435714;0.8949171132435714;0.26377621763158765;0.12914680677233015;0.06958197055961277;0.9513422883288138;0.08880840440811202;0.7927789520297843;883.4249273870685;155.04951721921162;0.25169017996573945;0.13880235461019294;0.15754185266177786;0.9546601608531755;0.10622521725885144;0.8581492813748787;2.6542712853216557;57.04569568894343;573.8653126906648;6.6;0.27153824962782286;0.1298010179204921;0.266823517919886;0.9640852548787269;0.12709933830501888;0.9016888998385804;16.073365635305485;52.15118193048465;79.95790469088891;134
P1033;23.025;13.1150625;1.208203597094189;533065.4485984171;0.4637953929781986;2.1725688687719042;18.0;118.71883904476218;83.33260995998299;69.17660559253788;1.1899482241747652;0.173300401399863;4.3151372625132405;1.0779893054498488;1.0779893054498488;0.3324385622154983;0.1951770910762161;0.1275940645319655;1.083332021836819;0.10308603540058403;0.8309535621762428;905.5601477496053;165.53926459910136;0.2893338593974028;0.18431400399981895;0.1920367843685634;1.0698308310924325;0.12317826497134407;0.7323219681895902;1.6156636610028037;35.32527811849052;660.6142343584297;6.8;0.3293505085273902;0.17079236209952758;0.3294186586868527;1.1201734292062582;0.15947762152339243;0.9089488628589506;19.77368712773445;65.60297694832748;78.41246282574578;252
P1040;7.3450625;6.6200625;;;;;13.0;101.7049886074972;55.280887784733586;63.57367588559003;0.8720535508853277;0.596208775508768;4.1262028133606075;0.9510257032408085;0.9510257032408085;0.22932665495199828;0.13511678791537662;0.08826856927789016;0.847778918312917;0.09391094961895582;0.7088873969229703;808.3842496373219;146.34820029429207;0.2573026732695688;0.14779424881142827;0.37044364556449116;0.9760518022412972;0.10920939351734793;0.7408717687181052;1.2635796250367242;29.34742204278252;563.4629860788517;5.4;0.29533121279220104;0.15335544207106772;0.6749417887079897;1.067953869997167;0.16590794352168373;0.8259556704247335;15.247749232797714;46.62157240121157;111.06147122036538;101
P1041;15.5000625;10.7275625;0.9935429003189437;128611.63821085946;0.38308808779138226;2.6139363916766736;15.0;88.80628570256962;41.71170045785109;54.718108089163486;0.9664455708972256;0.17833179869357152;3.6953654397358284;0.8344132238507614;0.8344132238507614;0.2360235417557348;0.11782898812627493;0.10626750035891419;1.0098978597991632;0.0914517949344208;0.865947120044279;930.0392038701788;131.04385327464328;0.1808026122697894;0.11648891491293903;0.14676635718558634;0.9522977263148027;0.10398362890685915;0.7885726175999828;1.3176331423365883;27.962667123912354;609.2832573766757;6.0;0.21269852663010316;0.114471353548949;0.2855975349512536;1.0239053389388828;0.13213610140257737;0.9605411308016472;12.81775614225635;37.059085266372335;79.61788945346693;147
P1051;12.3925625;8.2375625;;;;;16.0;87.67785042832952;27.931132301918087;8.85366059322074;0.9174359310367498;0.19199720611328927;4.614695108360633;0.7544799320993912;0.7544799320993912;0.23433153782137386;0.13822395955314631;0.07924070414994568;0.7277558189827067;0.11406852244712681;0.780970518010591;680.765922156202;137.9977550926119;0.26411603084572216;0.15747098293500408;0.1048839834393644;0.8562157519797647;0.12945295112310062;0.7800609513044373;2.3541051994348843;40.41291593555053;524.1675953020645;6.5;0.30577560863902037;0.16535498654522585;0.260300311535974;0.9396351198135166;0.16831403988080965;0.8791725920666122;15.17173898811416;48.05831361446612;73.44854536425503;150
P1052;16.0200625;13.4200625;;;;;18.0;114.24060170916275;61.485471922346136;57.97467843006926;0.927003794447967;0.1650896666156615;4.599170715355003;1.183525330118659;1.183525330118659;0.3437891896548359;0.13208907051097757;0.1281280092011569;1.0096553970520827;0.11082048775291882;0.8020844707249617;975.2702226915266;146.3992841018739;0.2531888412427356;0.11419492061925354;0.14735815856172424;1.0624748574223506;0.11951667177750569;0.7942270616370419;2.442197932255289;53.49599923346276;677.6745330029739;6.4;0.2943526258072413;0.1470788627718723;0.400185573446784;1.2047513353257133;0.12986101800608518;0.814774460328822;19.154927140189855;83.21064928208489;103.3699426807938;133
P1053;21.4000625;21.7625625;;;;;17.0;110.89703454391851;47.02770225586009;68.09740596432916;1.0288104429001683;0.20358874048363554;4.8199939312283036;1.2231109852154154;1.2231109852154154;0.3528723035130696;0.1594064471444505;0.07972955869814448;1.1839934124642504;0.09342933998127945;0.735929365398133;859.2400822601896;133.21971703057608;0.29001444355344214;0.13482167839189504;0.3211653510864333;1.345231045174513;0.10246383691909448;0.7361509715908572;1.4149360682142182;38.54355629986591;607.0692244933387;5.6;0.36368248654046137;0.1332280448244022;0.2876231912519024;1.4556255799745725;0.1067274971669025;0.8376085136094252;12.710009281476722;42.94829397817037;71.96374507789318;113
P1056;;9.8925625;1.1674275744713598;262176.65983246174;0.48680438565919565;2.054665288436234;18.0;109.53412144215197;78.07353551125968;13.539779797160566;0.9056727980416274;0.3613117362074523;4.6985388276599815;0.7370191075226614;0.7370191075226614;0.24487801220895786;0.129440817570522;0.19396535858893907;0.8085698138437367;0.10284728742346624;0.6685081340714327;937.7941319240524;157.93211045930397;0.19823019718793838;0.10962716267803992;0.11420591182869;0.7649862014323253;0.12312648959455674;0.701534031214624;2.1837048111290116;68.28971633041824;634.6287312608274;5.6;0.21694328677196836;0.10518027626601978;0.38440256481760604;0.7317470853637686;0.16565013841919635;0.7869243769504758;21.220281678659493;82.65986371278348;94.58683057246748;144
P1058;10.0350625;6.5425625;1.0110694154182196;376499.91966900055;0.46465811358792963;2.158101844059326;18.0;103.66511750831077;53.63941858701638;65.00393679009008;0.6517697454545704;0.2125305357138637;4.4245718522519875;0.8924607632787475;0.8924607632787475;0.271486362329026;0.16603944383187932;0.1608211734759946;0.7101140870529847;0.09163675069772892;0.7514878903089431;887.1204642603279;184.00947081147842;0.2642942518175285;0.14847220599798636;0.1846605754806862;0.9162992265345915;0.1012678152971419;0.7582382725847708;1.91737503656372;51.95485177952354;646.2702140482743;6.4;0.2929062897070884;0.16023154244297583;0.248302697452312;0.970688624588044;0.13798138094170256;0.84545260935721;16.437999120973824;59.55059601349363;89.06395824037926;144
P1064;18.0250625;11.7975625;1.1196891410536236;;;;18.0;110.16865602089216;42.32773127769491;57.401157338385175;0.8873954442713194;0.25471517144700984;4.049198177045428;0.8313508411091292;0.8313508411091292;0.3178690080878594;0.17156242263137306;0.14295760400575636;0.9459018578292939;0.10449297561959399;0.7905204658460901;806.4966741468417;138.60441824320856;0.2593507614802489;0.14503392346926908;0.27121015038102303;0.973378342111919;0.09562787919528945;0.7632181402837215;1.0699704990505698;18.381135311452617;630.2152441853532;5.4;0.2954558269088395;0.1639001415597646;0.32380779296746176;0.9347536898855405;0.12220833412714338;0.7843852126460371;16.718135864568023;53.43262593413384;97.52094914176952;120
P1066;;16.2675625;1.056899699105993;143862.83122701597;0.423558238722695;2.373893091023121;;;;;0.7694245157252599;0.2606983735005405;4.195060910695234;0.8260557724757192;0.8260557724757192;0.23720629110280878;0.11895059202957767;0.15125686242626835;0.7637583374506729;0.0794278944851643;0.738622215130735;405.6782578893942;102.29585718450406;0.23096092004069663;0.1050932578634282;0.19615780830686141;1.0116484062822142;0.08083076103475739;0.7659527892950581;1.2444013913282572;20.781892465603814;366.5670850836525;5.0;0.257781668463824;0.12884074134237078;0.4456499758175;0.9541797735888092;0.11570011203900672;0.7753965805913734;12.632183368855687;40.101066684089496;62.902780535664796;133
P1068;15.9625625;15.1000625;1.011826710629894;278092.35038605356;0.45675271017855057;2.1995618894123683;18.0;100.72834734484724;51.72373981111599;10.560361097565266;1.040231898804979;0.18499318119023964;4.713597511470751;0.9222901699798322;0.9222901699798322;0.25663536612379023;0.10706332249387533;0.20353768653531962;0.7541246953615913;0.10747043458158514;0.7724732924742028;812.1674477372485;157.82882017864398;0.21972689216729407;0.09363368249090268;0.19204093355196888;0.9786609197183361;0.1219662973710498;0.7587655518095792;2.4175476205632926;57.63184350062757;599.3835670563308;7.2;0.2811183032800702;0.1408669616522876;0.3104456910181977;0.9815835012583064;0.15107490324858647;0.8315982182168256;17.039435457261774;59.89594348800813;91.75772278323255;136
P1071;;14.0675625;1.026868417039149;108625.81061945685;0.42349454287024335;2.370227169382261;18.0;117.62635512201946;76.7882723365886;58.92337858243957;0.8753202498987694;0.2679560039022921;4.069216393125828;0.7153536793473978;0.7153536793473978;0.3285373630022696;0.10538149078045456;0.28641129527785764;1.234916036758903;0.09449166917447137;0.7237699636965347;928.3675698948073;106.13901841078646;0.23860909151981372;0.10174740990338708;0.27280324470824435;1.2196499709930955;0.1014173995124823;0.7852998934674406;2.1045448593075564;40.047902150654636;574.8021884139163;6.2;0.295807352469326;0.1354682589921064;0.21368710881499997;1.1623650960245087;0.13265957615822443;0.8052645787398639;16.352427415160307;68.39614239860653;96.43988191906064;128
P1073;14.4175625;19.5325625;1.0362000121355448;192993.99400780286;0.40514918584946946;2.4847634888023715;18.0;108.00450348955346;91.2540855945774;64.68563420645876;0.5475831704014696;0.19914533811490284;4.363006942642088;0.5037549307147691;0.5037549307147691;0.24498753351076935;0.13881188527387103;0.06878737273798433;0.5811400386285104;0.10502041514068698;0.7443781811485964;858.8811918743736;139.75886651060875;0.20354867083128703;0.09835682177103948;0.1442682089500553;0.5472084935582396;0.11267398448378832;0.6505015717027453;0.801482889223918;20.311948588337856;585.9548760446654;5.8;0.2543489814489007;0.11924585057359115;0.21400976768906044;0.652721976541715;0.169929436813564;0.8767690874280588;16.573484930579564;56.973237415195435;82.91406059640997;118
